SIM_ID,ks,fl_mu_0,fl_mu_ratio,ftype_proportions_0,bpwr_mu_ratio,preburn_fraction,burn_fibers
DOE_1212221,1.6,0.5,6,0.5,3,0.01,True
DOE_1220000,1.6,0.5,10,0.1,1,0.002,False
DOE_1220001,1.6,0.5,10,0.1,1,0.002,True
DOE_1220010,1.6,0.5,10,0.1,1,0.006,False
DOE_1220011,1.6,0.5,10,0.1,1,0.006,True
DOE_1220020,1.6,0.5,10,0.1,1,0.01,False
DOE_1220021,1.6,0.5,10,0.1,1,0.01,True
DOE_1220100,1.6,0.5,10,0.1,2,0.002,False
DOE_1220101,1.6,0.5,10,0.1,2,0.002,True
DOE_1220110,1.6,0.5,10,0.1,2,0.006,False
DOE_1220111,1.6,0.5,10,0.1,2,0.006,True
DOE_1220120,1.6,0.5,10,0.1,2,0.01,False
DOE_1220121,1.6,0.5,10,0.1,2,0.01,True
DOE_1220200,1.6,0.5,10,0.1,3,0.002,False
DOE_1220201,1.6,0.5,10,0.1,3,0.002,True
DOE_1220210,1.6,0.5,10,0.1,3,0.006,False
DOE_1220211,1.6,0.5,10,0.1,3,0.006,True
DOE_1220220,1.6,0.5,10,0.1,3,0.01,False
DOE_1220221,1.6,0.5,10,0.1,3,0.01,True
DOE_1221000,1.6,0.5,10,0.3,1,0.002,False
DOE_1221001,1.6,0.5,10,0.3,1,0.002,True
DOE_1221010,1.6,0.5,10,0.3,1,0.006,False
DOE_1221011,1.6,0.5,10,0.3,1,0.006,True
DOE_1221020,1.6,0.5,10,0.3,1,0.01,False
DOE_1221021,1.6,0.5,10,0.3,1,0.01,True
DOE_1221100,1.6,0.5,10,0.3,2,0.002,False
DOE_1221101,1.6,0.5,10,0.3,2,0.002,True
DOE_1221110,1.6,0.5,10,0.3,2,0.006,False
DOE_1221111,1.6,0.5,10,0.3,2,0.006,True
DOE_1221120,1.6,0.5,10,0.3,2,0.01,False
DOE_1221121,1.6,0.5,10,0.3,2,0.01,True
DOE_1221200,1.6,0.5,10,0.3,3,0.002,False
DOE_1221201,1.6,0.5,10,0.3,3,0.002,True
DOE_1221210,1.6,0.5,10,0.3,3,0.006,False
DOE_1221211,1.6,0.5,10,0.3,3,0.006,True
DOE_1221220,1.6,0.5,10,0.3,3,0.01,False
DOE_1221221,1.6,0.5,10,0.3,3,0.01,True
DOE_1222000,1.6,0.5,10,0.5,1,0.002,False
DOE_1222001,1.6,0.5,10,0.5,1,0.002,True
DOE_1222010,1.6,0.5,10,0.5,1,0.006,False
DOE_1222011,1.6,0.5,10,0.5,1,0.006,True
DOE_1222020,1.6,0.5,10,0.5,1,0.01,False
DOE_1222021,1.6,0.5,10,0.5,1,0.01,True
DOE_1222100,1.6,0.5,10,0.5,2,0.002,False
DOE_1222101,1.6,0.5,10,0.5,2,0.002,True
DOE_1222110,1.6,0.5,10,0.5,2,0.006,False
DOE_1222111,1.6,0.5,10,0.5,2,0.006,True
DOE_1222120,1.6,0.5,10,0.5,2,0.01,False
DOE_1222121,1.6,0.5,10,0.5,2,0.01,True
DOE_1222200,1.6,0.5,10,0.5,3,0.002,False
DOE_1222201,1.6,0.5,10,0.5,3,0.002,True
DOE_1222210,1.6,0.5,10,0.5,3,0.006,False
DOE_1222211,1.6,0.5,10,0.5,3,0.006,True
DOE_1222220,1.6,0.5,10,0.5,3,0.01,False
DOE_1222221,1.6,0.5,10,0.5,3,0.01,True
DOE_2000000,1.8,0.1,2,0.1,1,0.002,False
DOE_2000001,1.8,0.1,2,0.1,1,0.002,True
DOE_2000010,1.8,0.1,2,0.1,1,0.006,False
DOE_2000011,1.8,0.1,2,0.1,1,0.006,True
DOE_2000020,1.8,0.1,2,0.1,1,0.01,False
DOE_2000021,1.8,0.1,2,0.1,1,0.01,True
DOE_2000100,1.8,0.1,2,0.1,2,0.002,False
DOE_2000101,1.8,0.1,2,0.1,2,0.002,True
DOE_2000110,1.8,0.1,2,0.1,2,0.006,False
DOE_2000111,1.8,0.1,2,0.1,2,0.006,True
DOE_2000120,1.8,0.1,2,0.1,2,0.01,False
DOE_2000121,1.8,0.1,2,0.1,2,0.01,True
DOE_2000200,1.8,0.1,2,0.1,3,0.002,False
DOE_2000201,1.8,0.1,2,0.1,3,0.002,True
DOE_2000210,1.8,0.1,2,0.1,3,0.006,False
DOE_2000211,1.8,0.1,2,0.1,3,0.006,True
DOE_2000220,1.8,0.1,2,0.1,3,0.01,False
DOE_2000221,1.8,0.1,2,0.1,3,0.01,True
DOE_2001000,1.8,0.1,2,0.3,1,0.002,False
DOE_2001001,1.8,0.1,2,0.3,1,0.002,True
DOE_2001010,1.8,0.1,2,0.3,1,0.006,False
DOE_2001011,1.8,0.1,2,0.3,1,0.006,True
DOE_2001020,1.8,0.1,2,0.3,1,0.01,False
DOE_2001021,1.8,0.1,2,0.3,1,0.01,True
DOE_2001100,1.8,0.1,2,0.3,2,0.002,False
DOE_2001101,1.8,0.1,2,0.3,2,0.002,True
DOE_2001110,1.8,0.1,2,0.3,2,0.006,False
DOE_2001111,1.8,0.1,2,0.3,2,0.006,True
DOE_2001120,1.8,0.1,2,0.3,2,0.01,False
DOE_2001121,1.8,0.1,2,0.3,2,0.01,True
DOE_2001200,1.8,0.1,2,0.3,3,0.002,False
DOE_2001201,1.8,0.1,2,0.3,3,0.002,True
DOE_2001210,1.8,0.1,2,0.3,3,0.006,False
DOE_2001211,1.8,0.1,2,0.3,3,0.006,True
DOE_2001220,1.8,0.1,2,0.3,3,0.01,False
DOE_2001221,1.8,0.1,2,0.3,3,0.01,True
DOE_2002000,1.8,0.1,2,0.5,1,0.002,False
DOE_2002001,1.8,0.1,2,0.5,1,0.002,True
DOE_2002010,1.8,0.1,2,0.5,1,0.006,False
DOE_2002011,1.8,0.1,2,0.5,1,0.006,True
DOE_2002020,1.8,0.1,2,0.5,1,0.01,False
DOE_2002021,1.8,0.1,2,0.5,1,0.01,True
DOE_2002100,1.8,0.1,2,0.5,2,0.002,False
DOE_2002101,1.8,0.1,2,0.5,2,0.002,True
DOE_2002110,1.8,0.1,2,0.5,2,0.006,False
DOE_2002111,1.8,0.1,2,0.5,2,0.006,True
DOE_2002120,1.8,0.1,2,0.5,2,0.01,False
DOE_2002121,1.8,0.1,2,0.5,2,0.01,True
DOE_2002200,1.8,0.1,2,0.5,3,0.002,False
DOE_2002201,1.8,0.1,2,0.5,3,0.002,True
DOE_2002210,1.8,0.1,2,0.5,3,0.006,False
DOE_2002211,1.8,0.1,2,0.5,3,0.006,True
DOE_2002220,1.8,0.1,2,0.5,3,0.01,False
DOE_2002221,1.8,0.1,2,0.5,3,0.01,True
DOE_2010000,1.8,0.1,6,0.1,1,0.002,False
DOE_2010001,1.8,0.1,6,0.1,1,0.002,True
DOE_2010010,1.8,0.1,6,0.1,1,0.006,False
DOE_2010011,1.8,0.1,6,0.1,1,0.006,True
DOE_2010020,1.8,0.1,6,0.1,1,0.01,False
DOE_2010021,1.8,0.1,6,0.1,1,0.01,True
DOE_2010100,1.8,0.1,6,0.1,2,0.002,False
DOE_2010101,1.8,0.1,6,0.1,2,0.002,True
DOE_2010110,1.8,0.1,6,0.1,2,0.006,False
DOE_2010111,1.8,0.1,6,0.1,2,0.006,True
DOE_2010120,1.8,0.1,6,0.1,2,0.01,False
DOE_2010121,1.8,0.1,6,0.1,2,0.01,True
DOE_2010200,1.8,0.1,6,0.1,3,0.002,False
DOE_2010201,1.8,0.1,6,0.1,3,0.002,True
DOE_2010210,1.8,0.1,6,0.1,3,0.006,False
DOE_2010211,1.8,0.1,6,0.1,3,0.006,True
DOE_2010220,1.8,0.1,6,0.1,3,0.01,False
DOE_2010221,1.8,0.1,6,0.1,3,0.01,True
DOE_2011000,1.8,0.1,6,0.3,1,0.002,False
DOE_2011001,1.8,0.1,6,0.3,1,0.002,True
DOE_2011010,1.8,0.1,6,0.3,1,0.006,False
DOE_2011011,1.8,0.1,6,0.3,1,0.006,True
DOE_2011020,1.8,0.1,6,0.3,1,0.01,False
DOE_2011021,1.8,0.1,6,0.3,1,0.01,True
DOE_2011100,1.8,0.1,6,0.3,2,0.002,False
DOE_2011101,1.8,0.1,6,0.3,2,0.002,True
DOE_2011110,1.8,0.1,6,0.3,2,0.006,False
DOE_2011111,1.8,0.1,6,0.3,2,0.006,True
DOE_2011120,1.8,0.1,6,0.3,2,0.01,False
DOE_2011121,1.8,0.1,6,0.3,2,0.01,True
DOE_2011200,1.8,0.1,6,0.3,3,0.002,False
DOE_2011201,1.8,0.1,6,0.3,3,0.002,True
DOE_2011210,1.8,0.1,6,0.3,3,0.006,False
DOE_2011211,1.8,0.1,6,0.3,3,0.006,True
DOE_2011220,1.8,0.1,6,0.3,3,0.01,False
DOE_2011221,1.8,0.1,6,0.3,3,0.01,True
DOE_2012000,1.8,0.1,6,0.5,1,0.002,False
DOE_2012001,1.8,0.1,6,0.5,1,0.002,True
DOE_2012010,1.8,0.1,6,0.5,1,0.006,False
DOE_2012011,1.8,0.1,6,0.5,1,0.006,True
DOE_2012020,1.8,0.1,6,0.5,1,0.01,False
DOE_2012021,1.8,0.1,6,0.5,1,0.01,True
DOE_2012100,1.8,0.1,6,0.5,2,0.002,False
DOE_2012101,1.8,0.1,6,0.5,2,0.002,True
DOE_2012110,1.8,0.1,6,0.5,2,0.006,False
DOE_2012111,1.8,0.1,6,0.5,2,0.006,True
DOE_2012120,1.8,0.1,6,0.5,2,0.01,False
DOE_2012121,1.8,0.1,6,0.5,2,0.01,True
DOE_2012200,1.8,0.1,6,0.5,3,0.002,False
DOE_2012201,1.8,0.1,6,0.5,3,0.002,True
DOE_2012210,1.8,0.1,6,0.5,3,0.006,False
DOE_2012211,1.8,0.1,6,0.5,3,0.006,True
DOE_2012220,1.8,0.1,6,0.5,3,0.01,False
DOE_2012221,1.8,0.1,6,0.5,3,0.01,True
DOE_2020000,1.8,0.1,10,0.1,1,0.002,False
DOE_2020001,1.8,0.1,10,0.1,1,0.002,True
DOE_2020010,1.8,0.1,10,0.1,1,0.006,False
DOE_2020011,1.8,0.1,10,0.1,1,0.006,True
DOE_2020020,1.8,0.1,10,0.1,1,0.01,False
DOE_2020021,1.8,0.1,10,0.1,1,0.01,True
DOE_2020100,1.8,0.1,10,0.1,2,0.002,False
DOE_2020101,1.8,0.1,10,0.1,2,0.002,True
DOE_2020110,1.8,0.1,10,0.1,2,0.006,False
DOE_2020111,1.8,0.1,10,0.1,2,0.006,True
DOE_2020120,1.8,0.1,10,0.1,2,0.01,False
DOE_2020121,1.8,0.1,10,0.1,2,0.01,True
DOE_2020200,1.8,0.1,10,0.1,3,0.002,False
DOE_2020201,1.8,0.1,10,0.1,3,0.002,True
DOE_2020210,1.8,0.1,10,0.1,3,0.006,False
DOE_2020211,1.8,0.1,10,0.1,3,0.006,True
DOE_2020220,1.8,0.1,10,0.1,3,0.01,False
DOE_2020221,1.8,0.1,10,0.1,3,0.01,True
DOE_2021000,1.8,0.1,10,0.3,1,0.002,False
DOE_2021001,1.8,0.1,10,0.3,1,0.002,True
DOE_2021010,1.8,0.1,10,0.3,1,0.006,False
DOE_2021011,1.8,0.1,10,0.3,1,0.006,True
DOE_2021020,1.8,0.1,10,0.3,1,0.01,False
DOE_2021021,1.8,0.1,10,0.3,1,0.01,True
DOE_2021100,1.8,0.1,10,0.3,2,0.002,False
DOE_2021101,1.8,0.1,10,0.3,2,0.002,True
DOE_2021110,1.8,0.1,10,0.3,2,0.006,False
DOE_2021111,1.8,0.1,10,0.3,2,0.006,True
DOE_2021120,1.8,0.1,10,0.3,2,0.01,False
DOE_2021121,1.8,0.1,10,0.3,2,0.01,True
DOE_2021200,1.8,0.1,10,0.3,3,0.002,False
DOE_2021201,1.8,0.1,10,0.3,3,0.002,True
DOE_2021210,1.8,0.1,10,0.3,3,0.006,False
DOE_2021211,1.8,0.1,10,0.3,3,0.006,True
DOE_2021220,1.8,0.1,10,0.3,3,0.01,False
DOE_2021221,1.8,0.1,10,0.3,3,0.01,True
DOE_2022000,1.8,0.1,10,0.5,1,0.002,False
DOE_2022001,1.8,0.1,10,0.5,1,0.002,True
DOE_2022010,1.8,0.1,10,0.5,1,0.006,False
DOE_2022011,1.8,0.1,10,0.5,1,0.006,True
DOE_2022020,1.8,0.1,10,0.5,1,0.01,False
DOE_2022021,1.8,0.1,10,0.5,1,0.01,True
DOE_2022100,1.8,0.1,10,0.5,2,0.002,False
DOE_2022101,1.8,0.1,10,0.5,2,0.002,True
DOE_2022110,1.8,0.1,10,0.5,2,0.006,False
DOE_2022111,1.8,0.1,10,0.5,2,0.006,True
DOE_2022120,1.8,0.1,10,0.5,2,0.01,False
DOE_2022121,1.8,0.1,10,0.5,2,0.01,True
DOE_2022200,1.8,0.1,10,0.5,3,0.002,False
DOE_2022201,1.8,0.1,10,0.5,3,0.002,True
DOE_2022210,1.8,0.1,10,0.5,3,0.006,False
DOE_2022211,1.8,0.1,10,0.5,3,0.006,True
DOE_2022220,1.8,0.1,10,0.5,3,0.01,False
DOE_2022221,1.8,0.1,10,0.5,3,0.01,True
DOE_2100000,1.8,0.3,2,0.1,1,0.002,False
DOE_2100001,1.8,0.3,2,0.1,1,0.002,True
DOE_2100010,1.8,0.3,2,0.1,1,0.006,False
DOE_2100011,1.8,0.3,2,0.1,1,0.006,True
DOE_2100020,1.8,0.3,2,0.1,1,0.01,False
DOE_2100021,1.8,0.3,2,0.1,1,0.01,True
DOE_2100100,1.8,0.3,2,0.1,2,0.002,False
DOE_2100101,1.8,0.3,2,0.1,2,0.002,True
DOE_2100110,1.8,0.3,2,0.1,2,0.006,False
DOE_2100111,1.8,0.3,2,0.1,2,0.006,True
DOE_2100120,1.8,0.3,2,0.1,2,0.01,False
DOE_2100121,1.8,0.3,2,0.1,2,0.01,True
DOE_2100200,1.8,0.3,2,0.1,3,0.002,False
DOE_2100201,1.8,0.3,2,0.1,3,0.002,True
DOE_2100210,1.8,0.3,2,0.1,3,0.006,False
DOE_2100211,1.8,0.3,2,0.1,3,0.006,True
DOE_2100220,1.8,0.3,2,0.1,3,0.01,False
DOE_2100221,1.8,0.3,2,0.1,3,0.01,True
DOE_2101000,1.8,0.3,2,0.3,1,0.002,False
DOE_2101001,1.8,0.3,2,0.3,1,0.002,True
DOE_2101010,1.8,0.3,2,0.3,1,0.006,False
DOE_2101011,1.8,0.3,2,0.3,1,0.006,True
DOE_2101020,1.8,0.3,2,0.3,1,0.01,False
DOE_2101021,1.8,0.3,2,0.3,1,0.01,True
DOE_2101100,1.8,0.3,2,0.3,2,0.002,False
DOE_2101101,1.8,0.3,2,0.3,2,0.002,True
DOE_2101110,1.8,0.3,2,0.3,2,0.006,False
DOE_2101111,1.8,0.3,2,0.3,2,0.006,True
DOE_2101120,1.8,0.3,2,0.3,2,0.01,False
DOE_2101121,1.8,0.3,2,0.3,2,0.01,True
DOE_2101200,1.8,0.3,2,0.3,3,0.002,False
DOE_2101201,1.8,0.3,2,0.3,3,0.002,True
DOE_2101210,1.8,0.3,2,0.3,3,0.006,False
DOE_2101211,1.8,0.3,2,0.3,3,0.006,True
DOE_2101220,1.8,0.3,2,0.3,3,0.01,False
DOE_2101221,1.8,0.3,2,0.3,3,0.01,True
DOE_2102000,1.8,0.3,2,0.5,1,0.002,False
DOE_2102001,1.8,0.3,2,0.5,1,0.002,True
DOE_2102010,1.8,0.3,2,0.5,1,0.006,False
DOE_2102011,1.8,0.3,2,0.5,1,0.006,True
DOE_2102020,1.8,0.3,2,0.5,1,0.01,False
DOE_2102021,1.8,0.3,2,0.5,1,0.01,True
DOE_2102100,1.8,0.3,2,0.5,2,0.002,False
DOE_2102101,1.8,0.3,2,0.5,2,0.002,True
DOE_2102110,1.8,0.3,2,0.5,2,0.006,False
DOE_2102111,1.8,0.3,2,0.5,2,0.006,True
DOE_2102120,1.8,0.3,2,0.5,2,0.01,False
DOE_2102121,1.8,0.3,2,0.5,2,0.01,True
DOE_2102200,1.8,0.3,2,0.5,3,0.002,False
DOE_2102201,1.8,0.3,2,0.5,3,0.002,True
DOE_2102210,1.8,0.3,2,0.5,3,0.006,False
DOE_2102211,1.8,0.3,2,0.5,3,0.006,True
DOE_2102220,1.8,0.3,2,0.5,3,0.01,False
DOE_2102221,1.8,0.3,2,0.5,3,0.01,True
DOE_2110000,1.8,0.3,6,0.1,1,0.002,False
DOE_2110001,1.8,0.3,6,0.1,1,0.002,True
DOE_2110010,1.8,0.3,6,0.1,1,0.006,False
DOE_2110011,1.8,0.3,6,0.1,1,0.006,True
DOE_2110020,1.8,0.3,6,0.1,1,0.01,False
DOE_2110021,1.8,0.3,6,0.1,1,0.01,True
DOE_2110100,1.8,0.3,6,0.1,2,0.002,False
DOE_2110101,1.8,0.3,6,0.1,2,0.002,True
DOE_2110110,1.8,0.3,6,0.1,2,0.006,False
DOE_2110111,1.8,0.3,6,0.1,2,0.006,True
DOE_2110120,1.8,0.3,6,0.1,2,0.01,False
DOE_2110121,1.8,0.3,6,0.1,2,0.01,True
DOE_2110200,1.8,0.3,6,0.1,3,0.002,False
DOE_2110201,1.8,0.3,6,0.1,3,0.002,True
DOE_2110210,1.8,0.3,6,0.1,3,0.006,False
DOE_2110211,1.8,0.3,6,0.1,3,0.006,True
DOE_2110220,1.8,0.3,6,0.1,3,0.01,False
DOE_2110221,1.8,0.3,6,0.1,3,0.01,True
DOE_2111000,1.8,0.3,6,0.3,1,0.002,False
DOE_2111001,1.8,0.3,6,0.3,1,0.002,True
DOE_2111010,1.8,0.3,6,0.3,1,0.006,False
DOE_2111011,1.8,0.3,6,0.3,1,0.006,True
DOE_2111020,1.8,0.3,6,0.3,1,0.01,False
DOE_2111021,1.8,0.3,6,0.3,1,0.01,True
DOE_2111100,1.8,0.3,6,0.3,2,0.002,False
DOE_2111101,1.8,0.3,6,0.3,2,0.002,True
DOE_2111110,1.8,0.3,6,0.3,2,0.006,False
DOE_2111111,1.8,0.3,6,0.3,2,0.006,True
DOE_2111120,1.8,0.3,6,0.3,2,0.01,False
DOE_2111121,1.8,0.3,6,0.3,2,0.01,True
DOE_2111200,1.8,0.3,6,0.3,3,0.002,False
DOE_2111201,1.8,0.3,6,0.3,3,0.002,True
DOE_2111210,1.8,0.3,6,0.3,3,0.006,False
DOE_2111211,1.8,0.3,6,0.3,3,0.006,True
DOE_2111220,1.8,0.3,6,0.3,3,0.01,False
DOE_2111221,1.8,0.3,6,0.3,3,0.01,True
DOE_2112000,1.8,0.3,6,0.5,1,0.002,False
DOE_2112001,1.8,0.3,6,0.5,1,0.002,True
DOE_2112010,1.8,0.3,6,0.5,1,0.006,False
DOE_2112011,1.8,0.3,6,0.5,1,0.006,True
DOE_2112020,1.8,0.3,6,0.5,1,0.01,False
DOE_2112021,1.8,0.3,6,0.5,1,0.01,True
DOE_2112100,1.8,0.3,6,0.5,2,0.002,False
DOE_2112101,1.8,0.3,6,0.5,2,0.002,True
DOE_2112110,1.8,0.3,6,0.5,2,0.006,False
DOE_2112111,1.8,0.3,6,0.5,2,0.006,True
DOE_2112120,1.8,0.3,6,0.5,2,0.01,False
DOE_2112121,1.8,0.3,6,0.5,2,0.01,True
DOE_2112200,1.8,0.3,6,0.5,3,0.002,False
DOE_2112201,1.8,0.3,6,0.5,3,0.002,True
DOE_2112210,1.8,0.3,6,0.5,3,0.006,False
DOE_2112211,1.8,0.3,6,0.5,3,0.006,True
DOE_2112220,1.8,0.3,6,0.5,3,0.01,False
DOE_2112221,1.8,0.3,6,0.5,3,0.01,True
DOE_2120000,1.8,0.3,10,0.1,1,0.002,False
DOE_2120001,1.8,0.3,10,0.1,1,0.002,True
DOE_2120010,1.8,0.3,10,0.1,1,0.006,False
DOE_2120011,1.8,0.3,10,0.1,1,0.006,True
DOE_2120020,1.8,0.3,10,0.1,1,0.01,False
DOE_2120021,1.8,0.3,10,0.1,1,0.01,True
DOE_2120100,1.8,0.3,10,0.1,2,0.002,False
DOE_2120101,1.8,0.3,10,0.1,2,0.002,True
DOE_2120110,1.8,0.3,10,0.1,2,0.006,False
DOE_2120111,1.8,0.3,10,0.1,2,0.006,True
DOE_2120120,1.8,0.3,10,0.1,2,0.01,False
DOE_2120121,1.8,0.3,10,0.1,2,0.01,True
DOE_2120200,1.8,0.3,10,0.1,3,0.002,False
DOE_2120201,1.8,0.3,10,0.1,3,0.002,True
DOE_2120210,1.8,0.3,10,0.1,3,0.006,False
DOE_2120211,1.8,0.3,10,0.1,3,0.006,True
DOE_2120220,1.8,0.3,10,0.1,3,0.01,False
DOE_2120221,1.8,0.3,10,0.1,3,0.01,True
DOE_2121000,1.8,0.3,10,0.3,1,0.002,False
DOE_2121001,1.8,0.3,10,0.3,1,0.002,True
DOE_2121010,1.8,0.3,10,0.3,1,0.006,False
DOE_2121011,1.8,0.3,10,0.3,1,0.006,True
DOE_2121020,1.8,0.3,10,0.3,1,0.01,False
DOE_2121021,1.8,0.3,10,0.3,1,0.01,True
DOE_2121100,1.8,0.3,10,0.3,2,0.002,False
DOE_2121101,1.8,0.3,10,0.3,2,0.002,True
DOE_2121110,1.8,0.3,10,0.3,2,0.006,False
DOE_2121111,1.8,0.3,10,0.3,2,0.006,True
DOE_2121120,1.8,0.3,10,0.3,2,0.01,False
DOE_2121121,1.8,0.3,10,0.3,2,0.01,True
DOE_2121200,1.8,0.3,10,0.3,3,0.002,False
DOE_2121201,1.8,0.3,10,0.3,3,0.002,True
DOE_2121210,1.8,0.3,10,0.3,3,0.006,False
DOE_2121211,1.8,0.3,10,0.3,3,0.006,True
DOE_2121220,1.8,0.3,10,0.3,3,0.01,False
DOE_2121221,1.8,0.3,10,0.3,3,0.01,True
DOE_2122000,1.8,0.3,10,0.5,1,0.002,False
DOE_2122001,1.8,0.3,10,0.5,1,0.002,True
DOE_2122010,1.8,0.3,10,0.5,1,0.006,False
DOE_2122011,1.8,0.3,10,0.5,1,0.006,True
DOE_2122020,1.8,0.3,10,0.5,1,0.01,False
DOE_2122021,1.8,0.3,10,0.5,1,0.01,True
DOE_2122100,1.8,0.3,10,0.5,2,0.002,False
DOE_2122101,1.8,0.3,10,0.5,2,0.002,True
DOE_2122110,1.8,0.3,10,0.5,2,0.006,False
DOE_2122111,1.8,0.3,10,0.5,2,0.006,True
DOE_2122120,1.8,0.3,10,0.5,2,0.01,False
DOE_2122121,1.8,0.3,10,0.5,2,0.01,True
DOE_2122200,1.8,0.3,10,0.5,3,0.002,False
DOE_2122201,1.8,0.3,10,0.5,3,0.002,True
DOE_2122210,1.8,0.3,10,0.5,3,0.006,False
DOE_2122211,1.8,0.3,10,0.5,3,0.006,True
DOE_2122220,1.8,0.3,10,0.5,3,0.01,False
DOE_2122221,1.8,0.3,10,0.5,3,0.01,True
DOE_2200000,1.8,0.5,2,0.1,1,0.002,False
DOE_2200001,1.8,0.5,2,0.1,1,0.002,True
DOE_2200010,1.8,0.5,2,0.1,1,0.006,False
DOE_2200011,1.8,0.5,2,0.1,1,0.006,True
DOE_2200020,1.8,0.5,2,0.1,1,0.01,False
DOE_2200021,1.8,0.5,2,0.1,1,0.01,True
DOE_2200100,1.8,0.5,2,0.1,2,0.002,False
DOE_2200101,1.8,0.5,2,0.1,2,0.002,True
DOE_2200110,1.8,0.5,2,0.1,2,0.006,False
DOE_2200111,1.8,0.5,2,0.1,2,0.006,True
DOE_2200120,1.8,0.5,2,0.1,2,0.01,False
DOE_2200121,1.8,0.5,2,0.1,2,0.01,True
DOE_2200200,1.8,0.5,2,0.1,3,0.002,False
DOE_2200201,1.8,0.5,2,0.1,3,0.002,True
DOE_2200210,1.8,0.5,2,0.1,3,0.006,False
DOE_2200211,1.8,0.5,2,0.1,3,0.006,True
DOE_2200220,1.8,0.5,2,0.1,3,0.01,False
DOE_2200221,1.8,0.5,2,0.1,3,0.01,True
DOE_2201000,1.8,0.5,2,0.3,1,0.002,False
DOE_2201001,1.8,0.5,2,0.3,1,0.002,True
DOE_2201010,1.8,0.5,2,0.3,1,0.006,False
DOE_2201011,1.8,0.5,2,0.3,1,0.006,True
DOE_2201020,1.8,0.5,2,0.3,1,0.01,False
DOE_2201021,1.8,0.5,2,0.3,1,0.01,True
DOE_2201100,1.8,0.5,2,0.3,2,0.002,False
DOE_2201101,1.8,0.5,2,0.3,2,0.002,True
DOE_2201110,1.8,0.5,2,0.3,2,0.006,False
DOE_2201111,1.8,0.5,2,0.3,2,0.006,True
DOE_2201120,1.8,0.5,2,0.3,2,0.01,False
DOE_2201121,1.8,0.5,2,0.3,2,0.01,True
DOE_2201200,1.8,0.5,2,0.3,3,0.002,False
DOE_2201201,1.8,0.5,2,0.3,3,0.002,True
DOE_2201210,1.8,0.5,2,0.3,3,0.006,False
DOE_2201211,1.8,0.5,2,0.3,3,0.006,True
DOE_2201220,1.8,0.5,2,0.3,3,0.01,False
DOE_2201221,1.8,0.5,2,0.3,3,0.01,True
DOE_2202000,1.8,0.5,2,0.5,1,0.002,False
DOE_2202001,1.8,0.5,2,0.5,1,0.002,True
DOE_2202010,1.8,0.5,2,0.5,1,0.006,False
DOE_2202011,1.8,0.5,2,0.5,1,0.006,True
DOE_2202020,1.8,0.5,2,0.5,1,0.01,False
DOE_2202021,1.8,0.5,2,0.5,1,0.01,True
DOE_2202100,1.8,0.5,2,0.5,2,0.002,False
DOE_2202101,1.8,0.5,2,0.5,2,0.002,True
DOE_2202110,1.8,0.5,2,0.5,2,0.006,False
DOE_2202111,1.8,0.5,2,0.5,2,0.006,True
DOE_2202120,1.8,0.5,2,0.5,2,0.01,False
DOE_2202121,1.8,0.5,2,0.5,2,0.01,True
DOE_2202200,1.8,0.5,2,0.5,3,0.002,False
DOE_2202201,1.8,0.5,2,0.5,3,0.002,True
DOE_2202210,1.8,0.5,2,0.5,3,0.006,False
DOE_2202211,1.8,0.5,2,0.5,3,0.006,True
DOE_2202220,1.8,0.5,2,0.5,3,0.01,False
DOE_2202221,1.8,0.5,2,0.5,3,0.01,True
DOE_2210000,1.8,0.5,6,0.1,1,0.002,False
DOE_2210001,1.8,0.5,6,0.1,1,0.002,True
DOE_2210010,1.8,0.5,6,0.1,1,0.006,False
DOE_2210011,1.8,0.5,6,0.1,1,0.006,True
DOE_2210020,1.8,0.5,6,0.1,1,0.01,False
DOE_2210021,1.8,0.5,6,0.1,1,0.01,True
DOE_2210100,1.8,0.5,6,0.1,2,0.002,False
DOE_2210101,1.8,0.5,6,0.1,2,0.002,True
DOE_2210110,1.8,0.5,6,0.1,2,0.006,False
DOE_2210111,1.8,0.5,6,0.1,2,0.006,True
DOE_2210120,1.8,0.5,6,0.1,2,0.01,False
DOE_2210121,1.8,0.5,6,0.1,2,0.01,True
DOE_2210200,1.8,0.5,6,0.1,3,0.002,False
DOE_2210201,1.8,0.5,6,0.1,3,0.002,True
DOE_2210210,1.8,0.5,6,0.1,3,0.006,False
DOE_2210211,1.8,0.5,6,0.1,3,0.006,True
DOE_2210220,1.8,0.5,6,0.1,3,0.01,False
DOE_2210221,1.8,0.5,6,0.1,3,0.01,True
DOE_2211000,1.8,0.5,6,0.3,1,0.002,False
DOE_2211001,1.8,0.5,6,0.3,1,0.002,True
DOE_2211010,1.8,0.5,6,0.3,1,0.006,False
DOE_2211011,1.8,0.5,6,0.3,1,0.006,True
DOE_2211020,1.8,0.5,6,0.3,1,0.01,False
DOE_2211021,1.8,0.5,6,0.3,1,0.01,True
DOE_2211100,1.8,0.5,6,0.3,2,0.002,False
DOE_2211101,1.8,0.5,6,0.3,2,0.002,True
DOE_2211110,1.8,0.5,6,0.3,2,0.006,False
DOE_2211111,1.8,0.5,6,0.3,2,0.006,True
DOE_2211120,1.8,0.5,6,0.3,2,0.01,False
DOE_2211121,1.8,0.5,6,0.3,2,0.01,True
DOE_2211200,1.8,0.5,6,0.3,3,0.002,False
